108781.1.permissive	368	Clade Ⅰ
1214.4.permissive	364	Clade Ⅰ
2904.6.permissive	369	Clade Ⅰ
338608.4.strict	368	Clade Ⅰ
339806.2.strict	366	Clade Ⅰ
344501.5.strict	369	Clade Ⅰ
345206.4.strict	352	Clade Ⅰ
347004.6.strict	369	Clade Ⅰ
347512.5.permissive	370	Clade Ⅰ
351906.2.orig	316	Clade Ⅱ
352007.6.orig	370	Clade Ⅰ
363203.1.permissive	367	Clade Ⅰ
363311.12.strict	368	Clade Ⅰ
364506.1.strict	370	Clade Ⅰ
380313.8.strict	315	Clade Ⅰ
382109.4.strict	367	Clade Ⅰ
385604.12.permissive	368	Clade Ⅰ
5192.4.permissive	351	Clade Ⅰ
5324.1.strict	369	Clade Ⅰ
5801.3.orig	365	Clade Ⅱ
5808.2.permissive	355	Clade Ⅰ
5809.3.strict	350	Clade Ⅰ
5811.4.strict	366	Clade Ⅰ
5815.4.strict	368	Clade Ⅰ
5820.2.permissive	366	Clade Ⅱ
5822.6.permissive	367	Clade Ⅰ
5823.3.strict	334	Clade Ⅰ
5824.2.permissive	366	Clade Ⅰ
5825.5.strict	367	Clade Ⅰ
5828.4.permissive	362	Clade Ⅱ
5829.3.permissive	362	Clade Ⅱ
5830.3.permissive	355	Clade Ⅰ
5834.5.permissive	368	Clade Ⅰ
5847.3.permissive	363	Clade Ⅱ
5850.5.permissive	368	Clade Ⅰ
5852.5.strict	368	Clade Ⅱ
5855.4.strict	369	Clade Ⅰ
5857.3.permissive	366	Clade Ⅱ
5858.2.strict	367	Clade Ⅰ
5859.2.permissive	343	Clade Ⅰ
5874.4.strict	335	Clade Ⅱ
5877.8.strict	366	Clade Ⅰ
5886.8.permissive	355	Clade Ⅱ
5891.6.strict	360	Clade Ⅰ
5894.2.permissive	366	Clade Ⅱ
5899.5.permissive	367	Clade Ⅰ
5903.6.permissive	368	Clade Ⅱ
5904.4.strict	368	Clade Ⅰ
5927.3.permissive	367	Clade Ⅱ
5938.2.orig	353	Clade Ⅰ
5953.12.permissive	299	Clade Ⅰ
5955.9.strict	367	Clade Ⅰ
5956.2.strict	361	Clade Ⅰ
5962.10.strict	340	Clade Ⅰ
5965.1.orig	364	Clade Ⅰ
5969.2.strict	354	Clade Ⅱ
5976.5.strict	367	Clade Ⅰ
5993.3.strict	366	Clade Ⅰ
5995.3.permissive	362	Clade Ⅰ
6001.2.permissive	364	Clade Ⅰ
6007.2.permissive	366	Clade Ⅱ
6013.2.permissive	364	Clade Ⅱ
6016.3.permissive	351	Clade Ⅰ
6020.4.permissive	361	Clade Ⅰ
6022.1.strict	368	Clade Ⅰ
6024.7.orig	367	Clade Ⅰ
6029.12.permissive	369	Clade Ⅰ
6030.16.permissive	367	Clade Ⅱ
6039.7.orig	363	Clade Ⅰ
6041.1.permissive	367	Clade Ⅱ
6044.9.strict	367	Clade Ⅱ
6045.6.permissive	369	Clade Ⅰ
6049.4.permissive	358	Clade Ⅱ
6051.3.permissive	323	Clade Ⅰ
6052.3.permissive	308	Clade Ⅰ
6056.5.permissive	368	Clade Ⅰ
6057.4.permissive	362	Clade Ⅰ
6061.7.strict	354	Clade Ⅰ
6065.4.permissive	365	Clade Ⅰ
6068.2.orig	368	Clade Ⅰ
6073.1.permissive	370	Clade Ⅰ
6078.5.orig	343	Clade Ⅰ
6081.6.permissive	366	Clade Ⅰ
6082.3.permissive	356	Clade Ⅰ
6084.3.strict	367	Clade Ⅱ
6086.8.permissive	369	Clade Ⅰ
6087.8.permissive	367	Clade Ⅰ
6089.4.permissive	366	Clade Ⅱ
6091.3.orig	300	Clade Ⅱ
6093.6.permissive	333	Clade Ⅰ
6107.1.permissive	368	Clade Ⅰ
6115.4.permissive	367	Clade Ⅰ
6119.5.strict	361	Clade Ⅱ
6125.1.permissive	348	Clade Ⅱ
6127.5.strict	365	Clade Ⅱ
6129.2.permissive	368	Clade Ⅰ
6131.5.permissive	366	Clade Ⅰ
6134.9.permissive	368	Clade Ⅰ
6137.3.strict	366	Clade Ⅰ
6141.2.permissive	364	Clade Ⅱ
6143.9.strict	366	Clade Ⅰ
6144.1.orig	367	Clade Ⅰ
6147.1.permissive	305	Clade Ⅰ
6179.2.strict	365	Clade Ⅱ
6185.18.permissive	364	Clade Ⅱ
6192.4.strict	367	Clade Ⅰ
6193.3.strict	365	Clade Ⅰ
6204.4.permissive	369	Clade Ⅰ
6210.4.orig	369	Clade Ⅰ
6219.4.permissive	370	Clade Ⅰ
6222.2.strict	369	Clade Ⅱ
6227.5.strict	368	Clade Ⅰ
6232.6.permissive	368	Clade Ⅰ
6239.1.strict	361	Clade Ⅱ
6240.4.permissive	367	Clade Ⅰ
6249.4.strict	366	Clade Ⅰ
6253.8.strict	325	Clade Ⅱ
6254.11.permissive	366	Clade Ⅰ
6291.3.strict	348	Clade Ⅰ
6294.3.strict	367	Clade Ⅱ
6297.5.permissive	367	Clade Ⅰ
6322.1.orig	352	Clade Ⅰ
6325.1.strict	368	Clade Ⅰ
6353.9.permissive	365	Clade Ⅰ
6375.6.strict	365	Clade Ⅱ
6385.7.strict	364	Clade Ⅰ
6397.13.permissive	353	Clade Ⅰ
6425.1.orig	355	Clade Ⅰ
6434.5.permissive	368	Clade Ⅱ
6437.3.permissive	358	Clade Ⅰ
6458.4.strict	368	Clade Ⅱ
6460.8.strict	367	Clade Ⅱ
6462.1.strict	365	Clade Ⅱ
6469.3.orig	367	Clade Ⅰ
6471.2.orig	355	Clade Ⅰ
6490.1.strict	367	Clade Ⅱ
6499.2.strict	365	Clade Ⅱ
6505.9.strict	366	Clade Ⅰ
6506.10.strict	368	Clade Ⅱ
6512.1.strict	357	Clade Ⅱ
6526.1.permissive	368	Clade Ⅰ
6544.4.strict	366	Clade Ⅱ
6546.27.orig	358	Clade Ⅱ
6552.3.permissive	367	Clade Ⅰ
6553.1.strict	368	Clade Ⅰ
6556.9.permissive	302	Clade Ⅱ
6558.1.orig	363	Clade Ⅰ
6564.9.permissive	364	Clade Ⅰ
6573.3.permissive	368	Clade Ⅱ
