Candidatus_Methanomethylophilus_alvus	0	0	0	0	1.07412e-07	0	0	0	0	9.70531e-08	0	0	0	1.67768e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92778e-08	0	0	0	9.64523e-08	0	0	0	9.95734e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobrevibacter_millerae	0	0	0	0	1.40043e-07	0	0	0	0	1.26538e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42117e-07	9.77193e-08	0	0	0	0	0	0	0	0	0	9.69793e-08	0	0	0	0	0	0	0	0	0	1.44659e-07	0	0	2.51508e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4797e-07	0
Methanobrevibacter_olleyae	0	1.72437e-07	0	0	2.37923e-07	1.03784e-07	1.27062e-07	0	0	1.30585e-06	0	1.13008e-07	0	0	1.72026e-07	0	0	0	0	0	8.4865e-08	1.79578e-07	0	4.66856e-07	1.86226e-07	0	3.66659e-07	0	0	0	0	0	0	0	0	2.78983e-07	2.08935e-07	3.35646e-07	2.79483e-07	0	0	1.32392e-07	0	0	0	0	0	1.27451e-07	0	0	2.21589e-07	0	0	0	8.00658e-07	0	0	0	0	0	0	1.28028e-07	0	0	0	0	0	0	0
Methanobrevibacter_smithii	1.647108e-06	3.133315e-06	9.917383e-07	1.938034e-06	2.98150452e-05	4.10416969e-05	7.393261e-06	3.454643e-06	3.643122e-06	1.68899126e-05	5.5453e-06	1.4007883e-06	9.8607401e-06	7.7745739e-06	4.806681e-06	5.8890028e-06	4.138412e-06	4.394723e-06	1.942955e-06	3.232064e-06	7.23382e-07	2.959488e-06	4.071066e-06	9.413393e-06	6.613806e-06	1.603496e-06	2.5386779e-05	4.8096085e-06	6.537479e-06	6.7636917e-06	4.02539e-07	4.236851e-06	2.799758e-06	7.735156e-06	2.1950297e-05	7.9180825e-06	3.3561621e-06	4.5513995e-06	8.7065258e-06	1.6845131e-05	1.884354e-06	2.2757184e-05	5.682183e-06	6.953674e-06	5.069167e-06	2.72345966e-05	1.0349509e-06	1.50259678e-05	1.6173728e-06	7.35836e-07	3.43997259e-05	7.316144e-06	1.331917e-06	4.154645e-06	2.26680889e-05	2.4527455e-06	1.744747e-06	2.4424662e-06	3.093529e-06	3.365104e-06	2.706084e-06	4.244503e-06	1.983134e-06	1.028321e-06	1.707793e-06	2.486894e-06	1.379443e-05	1.35472965e-05	2.832729e-06
Methanosarcinales_archaeon_ANME-2c_ERB4	0	0	1.2580064e-05	0	0	0.00020068871	3.52367e-07	0	0	0	0	0	6.2528e-07	0.00010992379	0	0	5.9909e-07	0.00011699775	0	0	0	0	0	0	5.32923e-07	0	0	0	0	0	0	0	0	0	0	0	8.2744409e-05	0	0	7.429314e-06	0	0	0	0	0	1.44381e-06	0	0	0	0	0	0	3.72613e-07	0	6.54642e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosarchaeum_sp.	0	0	0	0	0	0	0	0	0	6.12028e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21647e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thaumarchaeota_archaeon	0	0	0	0	0	6.65652e-07	0	0	0	1.72353e-07	0	0	1.01774e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1332e-07	2.15651e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyrinomonas_methylaliphatogenes	0	2.35834e-07	0	0	6.57938e-07	4.80994e-07	4.31654e-07	0	3.25826e-07	5.5654e-07	0	2.18698e-07	8.89881e-08	1.9628175e-06	3.18907e-07	0	0	1.58217e-06	0	2.23549e-07	1.14717e-07	2.36797e-07	0	1.39538e-07	2.097283e-06	0	4.00974e-07	0	1.88348e-07	8.50802e-07	0	9.33437e-07	0	1.150863e-06	1.328445e-06	0	4.19372e-07	3.55909e-07	9.27851e-07	1.62314e-07	0	1.779901e-06	2.57666e-07	0	0	1.567777e-06	0	1.92608e-07	0	0	6.316707e-06	0	0	2.15154e-07	5.48804e-07	2.908094e-07	2.157713e-06	0	4.62434e-07	0	1.291543e-06	0	0	0	0	0	2.062898e-06	5.34382e-07	0
Blastocatellia_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98183e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54263e-07	0	0	0	0	0	0	0	0	0	0	1.75818e-07	0	0	0	2.21968e-07	0	0	0	0	0	0	0	0	0	0
Acidobacteria_bacterium	0	1.301471e-06	3.54784e-07	7.39994e-08	1.2028368e-06	3.7540149e-06	2.0445605e-06	1.009086e-06	5.58961e-07	2.1494362e-06	0	3.26871e-07	2.5765003e-06	2.7975021e-06	3.917501e-07	4.01813e-07	2.75444e-07	3.7613221e-06	1.624e-07	4.341354e-07	6.528958e-07	1.6036326e-06	5.29667e-07	9.893902e-07	6.5661018e-06	3.45994e-07	2.6405077e-06	5.70558e-07	1.3514037e-06	3.41734525e-05	9.43612e-08	1.9980549e-06	0	1.2821432e-06	3.9012578e-06	1.3591647e-06	1.1969085e-06	7.823841e-07	2.1253668e-06	1.2692779e-06	5.665699e-07	6.381426e-07	4.74859e-07	1.2113699e-06	2.819025e-07	2.4497111e-06	0	1.9591e-07	1.47001e-07	7.381855e-07	2.05686736e-05	1.152097e-06	7.56418e-07	1.1832e-07	2.5276031e-06	8.977306e-07	1.5792444e-06	3.439585e-07	4.084468e-07	6.118981e-07	2.312414e-06	7.821134e-07	5.58226e-07	0	0	0	3.4720287e-06	2.7523942e-06	1.4438735e-06
