Candidatus_Methanomethylophilus_alvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66516e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25544e-07	0	0	0	0	0	0	0	0	0	0	1.24093e-07	1.80971e-07	0	1.08203e-07	0	0	0	0	0	0	0	8.00019e-08	1.05309e-07	0	0
Methanobrevibacter_millerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44637e-07	0	0	0	0	0	0	0	1.61792e-07	2.35949e-07	0	0	0	0	0	1.56556e-07	0	0	0	1.04306e-07	0	0	0
Methanobrevibacter_olleyae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92405e-07	0	1.8442e-07	0	0	0	0	0	0	0	0	2.33897e-07	0	1.59158e-07	0	0	0	6.71331e-07	0	1.61771e-07	0	2.15535e-07	0	6.03117e-07	0	0	0	0	0	1.42546e-07	2.00429e-07	0	0	0	2.0733e-07	0	1.37932e-07	0	0	0	0	0	0	0
Methanobrevibacter_smithii	3.242939e-06	8.27038e-07	1.6404327e-06	1.25412e-06	5.58409e-07	3.288524e-06	3.598736e-06	1.724175e-06	9.86603e-07	3.29922e-07	9.23994e-07	1.50357e-06	3.9388e-07	0	2.244509e-06	3.011894e-06	2.587798e-06	8.97552e-07	7.823e-07	3.953667e-06	1.193803e-06	4.20017e-07	2.676717e-06	1.519584e-06	4.185337e-06	4.789068e-06	8.95315e-07	4.723353e-06	3.783811e-06	9.9444e-07	1.276621e-06	2.582175e-06	1.7365557e-06	5.30086e-07	3.068679e-06	2.308482e-06	6.6181e-07	2.436225e-06	2.723282e-06	1.498187e-06	2.9076949e-06	5.192265e-06	2.22138e-06	3.1364629e-06	2.60076e-06	1.668143e-06	9.34168e-07	1.107677e-06	0	1.7216178e-06	4.315219e-06	4.768276e-06	1.914999e-06	1.4761e-06	1.8415007e-05	6.567471e-06	1.053026e-06	1.9358503e-06	1.820035e-06	3.194952e-06	3.208348e-06	1.83382e-06	2.013648e-06	3.175758e-06	2.5713095e-06	2.7671239e-06	2.67123e-06	5.201798e-06	1.464688e-06
Methanosarcinales_archaeon_ANME-2c_ERB4	0	0	0	0	0	2.25532e-06	0	0	0	0	7.84148e-07	0	1.413642e-06	6.38941e-06	0	0	0	0	0	0	0	0	0	1.1455128e-05	2.29526e-06	3.85422e-06	0	4.75466e-06	0	0	0	0	0	0	4.034435e-06	0	0	0	0	0	2.60022e-07	3.39947e-06	0	0	0	0	4.6866797e-05	0	2.1396e-05	0.00016270616	0	5.38744e-07	0	1.23532e-06	0	5.743894e-06	0	0	0	4.06014e-06	2.59828e-06	0	0	0	0	0	0	0	6.71572e-06
Pyrinomonas_methylaliphatogenes	1.98326e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63744e-07	0	0	4.55552e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85303e-07	0	0	0	0	0	0	0	0	0	0	6.25222e-07	6.0017e-07	0	1.077758e-06	0	0	2.97446e-07	0	0	4.47037e-07	0	0	3.86496e-07	0	1.60486e-07	0	0	1.35585e-07	0	4.68865e-07
Acidobacteria_bacterium	4.856414e-07	2.19815e-07	2.27862e-07	0	0	0	0	0	0	0	0	0	0	0	1.31961e-07	0	3.95162e-07	2.5002731e-06	3.929121e-07	0	3.29883e-07	5.4997e-07	0	3.96124e-07	0	0	2.21899e-07	7.728878e-07	0	7.74623e-07	7.22347e-08	0	1.74717e-07	3.257528e-06	0	0	0	4.25749e-07	8.405272e-07	1.012248e-06	4.55792e-07	0	0	0	3.75139e-07	0	4.47297e-07	0	9.10429e-08	4.420506e-07	1.1132947e-06	0	8.64183e-08	3.895018e-07	5.610576e-07	4.289912e-07	0	0	0	0	1.39725e-07	4.622695e-07	0	0	0	0	0	2.268144e-06	0
Actinobaculum_suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46369e-07	0	6.66864e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_glycerinitolerans	0	0	0	0	0	0	0	1.42772e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76733e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07112e-07	0	0	0	0	0	0	0
Actinomyces_slackii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50941e-07	0	0	0	0	0	0	0
Flaviflexus_salsibiostraticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12713e-07	0	0	0	3.08698e-07	0	0	0	0	0	0	0	0	0	0	0	6.63311e-07	0	0	0	2.52174e-07	0	0	0	0	0	0	0	0	0	0
Trueperella_pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09202e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00487e-07	4.59436e-08	0	0	8.39674e-08	0	0	0	0	0	0	0	0	0	0	4.88292e-07	0	0	0	0	0	0	0	1.91796e-07	0	0	0	0	0	0
Actinomycetales_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31773e-07	0	2.02573e-07	0	0	0	0	0	0	0	0	0	0	1.9223e-07	0	0	0	0	0	0	0	0	0	2.3411e-07	0	0	0	0	0	1.65994e-07	0	0	0	0	0	0	0	0	0	0	1.07015e-07	0	0	0
Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05747e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94188e-07	0	0	0	0	0	0	0	2.24055e-07	0	0	3.25646e-07	0	0	0	0	0	0	0	0	2.11055e-07	0	0	0	0	0	0	0	0	0	0	4.62217e-07	0	2.00149e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05643e-07	1.83844e-07	0	0
Bifidobacterium_thermophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58785e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gardnerella_vaginalis	2.79988e-07	4.19339e-07	4.28429e-07	3.53642e-07	0	0	0	0	3.57223e-07	0	0	0	0	0	0	0	7.94323e-07	1.66851e-07	0	0	0	0	9.77991e-07	3.04503e-07	3.95154e-07	1.234148e-06	2.98752e-07	5.90815e-07	0	0	0	0	1.49149e-07	0	0	0	0	0	2.50877e-07	5.90716e-07	2.68593e-07	0	0	1.84728e-07	0	0	1.17604e-07	0	2.66402e-07	1.96876e-07	1.950745e-06	0	0	0	1.1784023e-06	0	0	1.7146e-07	0	0	0	1.50523e-07	1.84168e-07	3.78486e-07	0	6.84308e-07	0	1.163157e-06	0
Corynebacterium_amycolatum	0	2.55969e-07	3.845e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97508e-07	0	0	0	0	2.26667e-07	0	0	0	0	1.21331e-07	0	0	0	0	1.01203e-07	1.00166e-06	0	0	0	0	0	0	0	0	0	7.51104e-07	0	0	0	0	0	1.131011e-06	0	0	0	0	0	0	1.17046e-07	1.28625e-07	0	0	0	2.37521e-07	1.87156e-07	2.12288e-07
Corynebacterium_aurimucosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59282e-08	0	0	0	0	0	0	0	3.36082e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.69823e-08	0	0	0	0	0	0	4.29678e-07	0	0	0	8.88362e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_casei	1.13887e-06	1.411944e-06	5.274202e-07	0	1.837332e-06	4.49189e-07	1.423622e-06	1.212437e-06	9.84888e-07	1.366494e-06	9.12156e-07	0	4.296841e-07	4.20715e-07	6.73285e-07	4.77279e-07	8.26061e-07	1.7370006e-06	4.770415e-07	6.941004e-06	1.5301159e-05	2.272434e-06	7.958284e-06	7.1522862e-06	5.267895e-06	2.56922353e-05	1.4854104e-06	3.63850593e-05	4.3389388e-05	1.435963e-06	2.1181613e-06	2.0925201e-06	2.1462254e-06	1.177605e-06	6.06208e-07	1.413914e-06	4.94912e-07	8.51421e-07	5.226205e-06	1.384467e-06	2.222e-07	1.100548e-06	2.477134e-06	3.218587e-06	9.08016e-07	1.778938e-06	2.993837e-06	1.29976e-06	3.7846944e-06	5.611253e-07	1.72156495e-05	6.1828514e-06	4.9093089e-06	2.519635e-06	0.0001107959902	1.44991623e-05	1.3054202e-06	8.9649894e-06	9.320283e-07	1.4003939e-05	6.48459e-07	4.80177827e-05	7.6159414e-06	6.9986772e-06	4.4493433e-06	5.9351447e-06	4.5091375e-06	5.5481802e-06	0
Corynebacterium_coyleae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95611e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_endometrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31772e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18996e-06	0	0	0	0	0	0	0	0	0	0	1.72724e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_glucuronolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02836e-06	0	0	0	0	0	0	0	0	0	0	0	0	9.5944e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_glutamicum	4.03635e-07	1.5019209e-06	4.27031e-07	0	2.70909e-07	7.09338e-07	0	4.79639e-07	8.195488e-07	7.88468e-07	9.884122e-07	7.75972e-07	0	0	0	0	0	2.361663e-07	3.719978e-07	5.04726e-06	9.0721776e-06	9.60716e-07	5.440121e-06	3.462912e-06	2.122784e-06	2.00628551e-05	2.050746e-06	2.63259365e-05	2.50602825e-05	0	0	8.71804e-07	1.17598e-07	6.05212e-07	2.85533e-07	1.046554e-06	2.027924e-06	5.83016e-07	1.5311896e-06	4.75124e-07	1.23444e-07	2.49717e-07	6.90433e-07	1.179719e-06	1.97801e-07	0	5.8357e-07	3.69756e-07	1.296219e-06	2.323442e-07	1.46633921e-05	5.1996247e-06	1.894408e-06	1.269521e-06	4.59126009e-05	1.64177385e-05	5.66311e-07	2.2083075e-06	1.5250611e-06	1.14778128e-05	0	3.6142293e-05	3.7340423e-06	2.713303e-06	1.341028e-06	3.2508087e-06	1.2806047e-06	4.8726071e-06	0
